num_expediente,DateTime,localizacion,numero,distrito,tipo_accidente,estado_meteorologico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,positiva_alcohol
2019S029358,2019-02-09T13:35:00Z,PASEO_DELICIAS,65A,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,5,N
2019S029391,2019-03-09T16:00:00Z,CALL_SAN_GERMAN__CALL_GENERAL_CABRERA,32,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,N
2019S029437,2019-04-09T10:40:00Z,CALL_ALBERTO_AGUILERA,16,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,N
2019S029444,2019-04-09T13:22:00Z,AVDA_ALBUFERA,144,PUENTE_DE_VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,N
2019S029460,2019-02-09T18:15:00Z,AVDA_NICETO_ALCALA_ZAMORA__AVDA_FRANCISCO_PI_Y_MARGALL,8,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7,N
2019S029485,2019-04-09T18:30:00Z,CALL_GENERAL_ORAA__CALL_GENERAL_PARDIÑAS,74,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,6,N
2019S029497,2019-04-09T23:38:00Z,CALL_CLAVEL__CALL_CABALLERO_DE_GRACIA,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,N
2019S029547,2019-08-27T21:45:00Z,CALL_ATOCHA__PLAZA_EMPERADOR_CARLOS_V,127,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,5,N
2019S029556,2019-05-09T19:04:00Z,CALL_ALCALA__CALL_MARQUES_DE_CUBAS,44,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,2,N
2019S029560,2019-05-09T19:25:00Z,CALL_FRANCOS_RODRIGUEZ,14,TETUÁN,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,N
2019S029561,2019-08-30T16:45:00Z,CALL_MARQUES_DE_CUBAS,18,CENTRO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,N
2019S029624,2019-06-09T13:45:00Z,AVDA_POBLADOS__AUTOV_A-42,151,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1,N
2019S029626,2019-05-09T18:05:00Z,CALL_ARTURO_SORIA__CALL_ASUNCION_PEREZ_VIZCAINO,233,CIUDAD_LINEAL,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,N
2019S029640,2019-03-09T20:20:00Z,CALL_RUTILO,11,USERA,Colisión lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,14,N
2019S029644,2019-05-09T21:15:00Z,CALL_ARROYO_DE_LA_MEDIA_LEGUA__CALL_ALCALDE_GARRIDO_JUARISTI,1,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,N
2019S029650,2019-04-09T15:50:00Z,CALL_CAMINO_VIEJO_DE_VILLAVERDE__CALL_UNIDAD,4,USERA,Colisión lateral,Se desconoce,Bicicleta,Conductor,De 50 a 54 años,Hombre,0,N
2019S029716,2019-07-09T05:35:00Z,CALL_SEGOVIA,29,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,N
2019S029814,2019-07-09T13:00:00Z,PASEO_INFANTA_ISABEL__ESTFE_ATOCHA,3,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,N
2019S029817,2019-07-09T12:00:00Z,CALL_EMBAJADORES,216,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,5,N
2019S029862,2019-08-09T11:55:00Z,PARQUE_LINEAL_DEL_MANZANARES,106,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,N
2019S029873,2019-09-09T12:50:00Z,CALL_DON_RAMON_DE_LA_CRUZ,91,SALAMANCA,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,N
2019S029888,2019-08-09T21:00:00Z,CALL_IRUN__CALL_CADARSO,1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,N
2019S029946,2019-09-09T18:35:00Z,PLAZA_DE_ORIENTE,0,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,14,N
2019S029977,2019-09-09T06:50:00Z,AVDA_SAN_FERMIN__AVDA_PERLA,12,USERA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,N
2019S030034,2019-11-09T07:50:00Z,CALL_CORREO__PLAZA_PUERTA_DEL_SOL,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,5,N
2019S030050,2019-10-09T22:15:00Z,PASEO_CASTELLANA,63,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,2,N
2019S030052,2019-10-09T14:30:00Z,PLAZA_SAGRADOS_CORAZONES__AVDA_CONCHA_ESPINA,1,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,N
2019S030058,2019-10-09T15:40:00Z,CALL_PRINCIPE_DE_VERGARA,132,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,N
2019S030106,2019-09-09T13:20:00Z,CMNO_PERALES,90,USERA,Otro,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,6,N
2019S030118,2019-12-09T11:00:00Z,CALL_CARRION_DE_LOS_CONDES,73,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,N
2019S030124,2019-12-09T12:04:00Z,SAN_MAXIMILIANO_49,49,CIUDAD_LINEAL,Atropello a persona,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,N
2019S030131,2019-12-09T13:15:00Z,CALL_ALCALA,59,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,6,N
2019S030159,2019-11-09T17:25:00Z,CALL_MESENA,112,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,7,N
2019S030194,2019-10-09T07:20:00Z,AVDA_NICETO_ALCALA_ZAMORA,4,HORTALEZA,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,2,N
2019S030203,2019-10-09T13:15:00Z,CUSTA_SAN_VICENTE__GTA_SAN_VICENTE,44,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,N
2019S030259,2019-12-09T20:00:00Z,AVDA_NICETO_ALCALA_ZAMORA__AUTOV_M-11,8,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,N
2019S030261,2019-12-09T21:35:00Z,CALL_CASANARE,6,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,N
2019S030311,2019-09-14T11:50:00Z,CALL_CERRO_DEL_MURMULLO,13,VILLA_DE_VALLECAS,Caída,Nublado,Bicicleta,Conductor,De 70 a 74 años,Hombre,7,N
2019S030317,2019-09-14T01:49:00Z,CALL_ALCALA,70,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,N
2019S030398,2019-09-14T11:30:00Z,GTA_ANGEL_CAIDO__CALL_FERNAN_NUÑEZ,4,RETIRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,N
2019S030414,2019-09-15T09:20:00Z,CALL_SAN_BENITO,35,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,N
2019S030424,2019-09-14T16:19:00Z,CALL_LUCHANA,25,CHAMBERÍ,Caída,Lluvia débil,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,N
2019S030489,2019-09-16T17:00:00Z,CALL_ALCALA__CALL_VELAZQUEZ,87,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,N
2019S030534,2019-09-15T21:45:00Z,PTA_TOLEDO__AVDA_GRAN_VIA_DE_SAN_FRANCISCO,0,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,N
2019S030537,2019-09-13T15:15:00Z,CALL_LOPE_DE_VEGA__PASEO_PRADO,51,CENTRO,Caída,Lluvia débil,Bicicleta,Conductor,De 45 a 49 años,Mujer,1,N
2019S030551,2019-09-16T15:50:00Z,PASEO_FLORIDA,13,MONCLOA-ARAVACA,Otro,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,N
2019S030577,2019-09-17T23:00:00Z,CALL_JOSE_ABASCAL,31,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,N
2019S030584,2019-09-17T10:10:00Z,PASEO_VIRGEN_DEL_PUERTO__PASEO_VIRGEN_DEL_PUERTO,59,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,0,N
2019S030598,2019-09-18T10:00:00Z,PLAZA_DEL_CINE_CALLE_VIRIDIANA,0,PUENTE_DE_VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,N
2019S030627,2019-09-17T20:05:00Z,CALL_MARROQUINA,5,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Conductor,De 6  a  9 años,Hombre,14,N
2019S030632,2019-09-18T15:20:00Z,CALL_MAYOR,26,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,N
2019S030636,2019-09-18T17:55:00Z,CALL_DOCTOR_ESQUERDO,157,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,2,N
2019S030697,2019-09-19T13:15:00Z,AVDA_ENTREVIAS__CALL_PADRE_LLANOS,140,PUENTE_DE_VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,N
2019S030725,2019-09-18T19:40:00Z,CALL_DULCE_CHACON__AVDA_INGENIERO_EMILIO_HERRERA,15,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,0,N
2019S030726,2019-09-19T17:50:00Z,AVENIDA_GENERAL_PERÓN_CON_C_ORENSE,26,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,5,N
2019S030757,2019-09-19T17:25:00Z,CALL_GRAN_VIA__PLAZA_CALLAO,39,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Mujer,7,N
2019S030783,2019-09-19T10:40:00Z,PASEO_ACACIAS,3,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,N
2019S030804,2019-09-18T17:23:00Z,CALL_MATILDE_GAYO,19,USERA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,6,N
2019S030871,2019-09-21T13:40:00Z,CALL_BRAVO_MURILLO__CALL_LOPE_DE_HARO,231,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,N
2019S030886,2019-09-20T21:38:00Z,CALL_MODESTO_LAFUENTE__CALL_MARIA_DE_GUZMAN,64,CHAMBERÍ,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,0,N
2019S030947,2019-09-21T12:00:00Z,CARRETERA_DE_FUENCARRAL_A_ALCOBENDAS_KM-0,+00200S,FUENCARRAL-EL_PARDO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6,N
2019S030957,2019-09-22T12:00:00Z,CALL_SAGASTA__CALL_MEJIA_LEQUERICA,8,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,N
2019S031094,2019-09-23T18:10:00Z,PLAZA_ALONSO_MARTINEZ,7,CHAMBERÍ,Colisión fronto-lateral,Se desconoce,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,N
2019S031098,2019-09-23T20:40:00Z,CALL_HACIENDA_DE_PAVONES__CALL_BRUJAS,356,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,N
2019S031101,2019-09-23T21:39:00Z,CALL_PRINCESA__CALL_MARQUES_DE_URQUIJO,1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,6,N
2019S031114,2019-09-23T17:35:00Z,PLAZA_PUERTA_DEL_SOL,6,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,N
2019S031115,2019-09-23T18:31:00Z,PASEO_EMBARCADERO,6,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,N
2019S031116,2019-09-23T21:15:00Z,PQUE_MADRID_RIO,+00320I,ARGANZUELA,Colisión frontal,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,0,N
2019S031128,2019-09-24T14:30:00Z,PASEO_CASTELLANA,63,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,N
2019S031193,2019-09-24T19:40:00Z,CALL_FUENTE_CARRANTONA,61,MORATALAZ,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,5,N
2019S031198,2019-09-24T21:10:00Z,CMNO_ROBLEDAL__CTRA_TELEFERICO,2,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,N
2019S031237,2019-09-26T09:25:00Z,AVDA_GENERAL_PERON__CALL_JULIAN_BESTEIRO,24,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,0,N
2019S031256,2019-09-25T21:30:00Z,PASEO_CASTELLANA,184,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,5,N
2019S031280,2019-09-26T14:20:00Z,CALL_SERRANO,29,SALAMANCA,Colisión múltiple,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,N
2019S031320,2019-09-26T23:43:00Z,PLAZA_EMPERADOR_CARLOS_V__RONDA_ATOCHA,11,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,N
2019S031324,2019-09-27T11:22:00Z,CALL_LAS_NAVAS_DE_BUITRAGO__CALL_BERZOSA_DE_LOZOYA,50A,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,3,N
2019S031329,2019-09-27T12:50:00Z,PASEO_BAJO_DE_LA_VIRGEN_DEL_PUERTO__FRENTE_JARDINES_DEL_MORO,2,CENTRO,Colisión múltiple,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,N
2019S031351,2019-09-26T21:55:00Z,PASEO_DELICIAS,95,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,N
2019S031356,2019-09-27T20:05:00Z,CALL_O'DONNELL,52,RETIRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,N
2019S031507,2019-09-27T22:40:00Z,PASEO_CHOPERA,10,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,N
2019S031523,2019-09-29T16:25:00Z,CALL_ALCALA__CALL_ALEJANDRO_GONZALEZ,200A,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,1,N
2019S031531,2019-09-29T20:31:00Z,RONDA_ATOCHA,8,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,S
2019S031532,2019-09-29T06:10:00Z,CALLE_GRAN_VIA_72,72,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,N
2019S031556,2019-09-29T12:10:00Z,PASEO_FERNAN_NUÑEZ__PASEO_REPUBLICA_DE_CUBA,1,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,N
2019S031567,2019-09-30T10:00:00Z,PASEO_CASTELLANA,10,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,N
2019S031587,2019-09-30T14:15:00Z,AVDA_CERRO_MILANO__CALL_ENTREPEÑAS,10,VILLA_DE_VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7,N
2019S031595,2019-09-29T20:45:00Z,CALL_CARTAGENA,124,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,6,N
2019S031619,2019-09-30T22:45:00Z,CALL_GENOVA__CALL_ARGENSOLA,1,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,N
2019S031647,2019-09-28T13:20:00Z,CMNO_ROBLEDAL,2,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,N
2019S031692,2019-09-27T16:20:00Z,PASEO_SANTA_MARIA_DE_LA_CABEZA,42,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,N
2019S031696,2019-09-30T15:30:00Z,CALL_DONOSO_CORTES__CALL_ANDRES_MELLADO,78,CHAMBERÍ,Caída,Se desconoce,Bicicleta,Conductor,De 30 a 34 años,Mujer,0,N
2019S031721,2019-01-10T20:00:00Z,CALL_AMOS_DE_ESCALANTE,12,CIUDAD_LINEAL,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,N
2019S031771,2019-02-10T12:20:00Z,CALL_DOCTOR_CORTEZO,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,2,N
2019S031772,2019-09-28T13:35:00Z,CTRA_ZARZON,6,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,N
2019S031783,2019-01-10T08:26:00Z,CALL_TERESA_LOPEZ_VALCARCEL,19,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,N
2019S031790,2019-02-10T14:45:00Z,CALL_CARNICER,11,TETUÁN,Atropello a persona,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,6,N
2019S031798,2019-01-10T19:00:00Z,CALL_EMBAJADORES,126,ARGANZUELA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,N
2019S031828,2019-02-10T15:45:00Z,CALL_NUÑEZ_DE_BALBOA__CALL_JOSE_ORTEGA_Y_GASSET,79,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,2,N
2019S031830,2019-09-29T22:25:00Z,AVDA_AMERICA,12,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1,N
2019S031846,2019-01-10T13:30:00Z,AVDA_POBLADOS__CALL_GUETARIA,166,USERA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,0,N
2019S031852,2019-02-10T09:30:00Z,CALL_CAMINO_DE_LOS_VINATEROS,65,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,2,N
2019S031862,2019-03-10T09:38:00Z,MINISTERIO_DE_DEFENSA,109,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,N
2019S031868,2019-03-10T09:20:00Z,AVDA_OPORTO__CALL_CAMINO_VIEJO_DE_LEGANES,45,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,14,N
2019S031932,2019-01-10T21:15:00Z,GTA_EMILIO_CASTELAR__CALL_GENERAL_ORAA,0,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,2,N
2019S031944,2019-02-10T19:23:00Z,CALL_ARMADA_ESPAÑOLA__PASEO_CASTELLANA,1,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,14,N
2019S031955,2019-02-10T23:05:00Z,CALL_ARQUITECTO_SANCHEZ_ARCAS,3,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,N
2019S031973,2019-04-10T09:10:00Z,CALL_PUERTO_DE_BALBARAN,121,PUENTE_DE_VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,N
2019S031989,2019-03-10T14:10:00Z,CALL_SANTA_ENGRACIA,73,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,N
2019S031994,2019-04-10T00:05:00Z,PASEO_ESPERANZA__PASEO_ESPERANZA,5,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,5,N
2019S032000,2019-09-28T14:40:00Z,CALL_ANTONIO_DE_LEYVA__PLAZA_ELIPTICA,86B,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,N
2019S032025,2019-03-10T21:10:00Z,PLAZA_PUERTA_DEL_SOL__CALL_CARRETAS,5,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,0,N
2019S032042,2019-02-10T20:05:00Z,CALL_CALDERILLA,1,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,6,N
2019S032046,2019-04-10T20:15:00Z,CALL_ALCALA,426,SAN_BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,N
2019S032108,2019-04-10T09:30:00Z,CALL_ALCALA__PLAZA_CIBELES,50,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,N
2019S032125,2019-05-10T01:45:00Z,GTA_SANTA_MARIA_DE_LA_CABEZA__GTA_SANTA_MARIA_DE_LA_CABEZA,5,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,N
2019S032184,2019-05-10T07:15:00Z,CALL_ARZOBISPO_MORCILLO,40,FUENCARRAL-EL_PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,N
2019S032223,2019-05-10T18:36:00Z,CALL_ALBERTO_AGUILERA,46,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,N
2019S032233,2019-06-10T17:00:00Z,CALL_GOYA__CALL_SERRANO,9,SALAMANCA,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,N
2019S032272,2019-05-10T11:00:00Z,CALL_SANTA_SUSANA,55,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,N
2019S032300,2019-05-10T16:10:00Z,GTA_SANTUARIO_DE_TISCAR,0,FUENCARRAL-EL_PARDO,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,N
2019S032318,2019-07-10T17:15:00Z,CALL_PALMA__CALL_SAN_BERNARDO,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,N
2019S032353,2019-07-10T10:15:00Z,CALL_AREQUIPA,2,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,7,N
2019S032355,2019-08-10T12:08:00Z,PASEO_YESERIAS,51,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,3,N
2019S032364,2019-07-10T17:25:00Z,CALL_MARTINEZ_IZQUIERDO,44,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,N
2019S032399,2019-07-10T21:50:00Z,CALL_ALCALA,5,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,2,N
2019S032458,2019-09-10T15:05:00Z,CALL_MARIA_DE_MOLINA__CALL_PRINCIPE_DE_VERGARA,50,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,N
2019S032575,2019-09-10T20:40:00Z,CALL_CAMINO_DE_LOS_VINATEROS__CALL_CORREGIDOR_SEÑOR_DE_LA_ELIPA,67,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,N
2019S032645,2019-10-10T18:00:00Z,CALL_ALCALA,231,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6,N
2019S032663,2019-10-10T20:45:00Z,CALL_CAMINO_DE_LOS_VINATEROS__CALL_ARROYO_DE_LA_MEDIA_LEGUA,1,MORATALAZ,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,N
2019S032737,2019-11-10T08:10:00Z,CALL_LOPEZ_DE_HOYOS__CALL_CARTAGENA,86,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,5,N
2019S032806,2019-12-10T13:41:00Z,CALL_VIRGEN_DE_LA_ALEGRIA,4,CIUDAD_LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,N
2019S032872,2019-12-10T01:15:00Z,CALL_ALFONSO_XII,60,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,N
2019S032883,2019-10-14T10:30:00Z,PLAZA_PUERTA_CERRADA,12,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,N
2019S032928,2019-02-10T20:45:00Z,CALL_GUAREÑA__PLAZA_DISTRITO_LATINA,22,LATINA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,N
2019S032930,2019-05-10T20:45:00Z,AVDA_ANDALUCIA,1,USERA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,2,N
2019S032970,2019-10-14T10:05:00Z,CALL_SAMARIA__AVDA_NAZARET,1,RETIRO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,N
2019S032978,2019-10-14T20:40:00Z,CALL_JOSE_ORTEGA_Y_GASSET__PLAZA_MARQUES_DE_SALAMANCA,35,SALAMANCA,Caída,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,N
2019S033013,2019-02-10T20:45:00Z,CALL_FLAUTAS__CALL_CLARINETES,48,LATINA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,N
2019S033057,2019-10-15T16:40:00Z,CALL_CYESA,3,CIUDAD_LINEAL,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,N
2019S033074,2019-10-15T19:05:00Z,CALL_SAGASTA__CALL_FRANCISCO_DE_ROJAS,15,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,N
