,num_expediente,fecha,hora,localizacion,numero,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
551,2019S028983,28/08/2019,10:50:00,"CALL. FUENTE CARRANTONA, 61",61,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,"446635,16","4473699,65",N,
552,2019S028983,28/08/2019,10:50:00,"CALL. FUENTE CARRANTONA, 61",61,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7.0,"446635,16","4473699,65",N,
553,2019S029005,27/08/2019,20:05:00,PASEO. PONTONES / PASEO. MELANCOLICOS,45,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,1.0,"438919,5","4472839,38",N,
554,2019S029018,28/08/2019,13:00:00,"PASEO. GENERAL MARTINEZ CAMPOS, 41",41,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2.0,"441323,94","4476300,7",N,
555,2019S029022,29/08/2019,8:00:00,CALL. CAMPEZO / CALL. LAGUARDIA,1,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6.0,"450639,6","4477696,6",N,
556,2019S029033,29/08/2019,2:35:00,CALL. SEGOVIA / RONDA. SEGOVIA,51,ARGANZUELA,Colisión fronto-lateral,,Bicicleta,Conductor,De 35 a 39 años,Hombre,,"439076,07","4473922,78",N,
557,2019S029079,29/08/2019,22:45:00,"CALL. LUCHANA, 30",30,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14.0,"440715,06","4475863,03",N,
558,2019S029101,29/08/2019,14:45:00,"PASEO. ALBERTO PALACIOS, 11",11,VILLAVERDE,Atropello a persona,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,"439674,75","4466413,21",N,
559,2019S029101,29/08/2019,14:45:00,"PASEO. ALBERTO PALACIOS, 11",11,VILLAVERDE,Atropello a persona,Despejado,Bicicleta,Peatón,Menor de 5 años,Hombre,7.0,"439674,75","4466413,21",N,
560,2019S029194,31/08/2019,13:35:00,"AUTOV. A-42, +00500S",+00500S,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,"438905,53","4469804,58",N,
561,2019S029200,30/08/2019,21:40:00,"CALL. PRINCESA, 31",31,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,5.0,"439381,02","4475513,99",N,
562,2019S029210,31/08/2019,19:10:00,"CAMINO EN ZONA DENOMIDADA COMO ""ESPACIO MÉXICO""",1,BARAJAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,"448082,9","4478956,1",N,
563,2019S029257,01/09/2019,8:25:00,"AVDA. NUESTRA SEÑORA DE VALVANERA, 155",155,LATINA,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,3.0,"437030,59","4471709,33",N,
564,2019S029277,01/09/2019,15:22:00,"CALL. EMBAJADORES, 324",324,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,"442044,37","4469474,21",N,
565,2019S029285,31/08/2019,21:50:00,"CALL. RAMON GOMEZ DE LA SERNA, 9A",9A,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7.0,"438702,59","4481500,55",N,
566,2019S029341,01/09/2019,21:40:00,"AVDA. PABLO NERUDA, 58",58,PUENTE DE VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1.0,"445209,36","4471004,33",N,
567,2019S029358,02/09/2019,13:35:00,"PASEO. DELICIAS, 65A",65A,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,5.0,"441106,21","4472241,42",N,
568,2019S029391,03/09/2019,16:00:00,CALL. SAN GERMAN / CALL. GENERAL CABRERA,32,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,"441003,78","4478664,44",N,
569,2019S029437,04/09/2019,10:40:00,"CALL. ALBERTO AGUILERA, 16",16,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1.0,"439929,11","4475723,08",N,
570,2019S029444,04/09/2019,13:22:00,"AVDA. ALBUFERA, 144",144,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7.0,"444658,98","4471384,44",N,
571,2019S029460,02/09/2019,18:15:00,AVDA. NICETO ALCALA ZAMORA / AVDA. FRANCISCO PI Y MARGALL,8,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7.0,"445154,57","4481760,45",N,
572,2019S029485,04/09/2019,18:30:00,CALL. GENERAL ORAA / CALL. GENERAL PARDIÑAS,74,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,6.0,"442502,75","4476348,97",N,
573,2019S029497,04/09/2019,23:38:00,CALL. CLAVEL / CALL. CABALLERO DE GRACIA,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1.0,"440632,04","4474552,75",N,
574,2019S029547,27/08/2019,21:45:00,CALL. ATOCHA / PLAZA. EMPERADOR CARLOS V,127,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,5.0,"441210,88","4473454,27",N,
575,2019S029556,05/09/2019,19:04:00,CALL. ALCALA / CALL. MARQUES DE CUBAS,44,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,2.0,"440947,35","4474446,52",N,
576,2019S029560,05/09/2019,19:25:00,"CALL. FRANCOS RODRIGUEZ, 14",14,TETUÁN,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14.0,"440339,15","4478501,61",N,
577,2019S029560,05/09/2019,19:25:00,"CALL. FRANCOS RODRIGUEZ, 14",14,TETUÁN,Atropello a persona,Despejado,Bicicleta,Peatón,Menor de 5 años,Hombre,7.0,"440339,15","4478501,61",N,
578,2019S029561,30/08/2019,16:45:00,"CALL. MARQUES DE CUBAS, 18",18,CENTRO,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2.0,"440959,59","4474188,28",N,
579,2019S029624,06/09/2019,13:45:00,AVDA. POBLADOS / AUTOV. A-42,151,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1.0,"438533,02","4469480,67",N,
580,2019S029626,05/09/2019,18:05:00,CALL. ARTURO SORIA / CALL. ASUNCION PEREZ VIZCAINO,233,CIUDAD LINEAL,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2.0,"443618,58","4479348,25",N,
581,2019S029640,03/09/2019,20:20:00,"CALL. RUTILO, 11",11,USERA,Colisión lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,14.0,"441653,29","4468663,02",N,
582,2019S029644,05/09/2019,21:15:00,CALL. ARROYO DE LA MEDIA LEGUA / CALL. ALCALDE GARRIDO JUARISTI,1,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14.0,"444165,51",4473258,N,
583,2019S029644,05/09/2019,21:15:00,CALL. ARROYO DE LA MEDIA LEGUA / CALL. ALCALDE GARRIDO JUARISTI,1,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Peatón,De 18 a 20 años,Hombre,14.0,"444165,51",4473258,N,
584,2019S029650,04/09/2019,15:50:00,CALL. CAMINO VIEJO DE VILLAVERDE / CALL. UNIDAD,4,USERA,Colisión lateral,,Bicicleta,Conductor,De 50 a 54 años,Hombre,,"439590,13","4469357,52",N,
585,2019S029716,07/09/2019,5:35:00,"CALL. SEGOVIA, 29",29,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2.0,"439322,52","4473932,18",N,
586,2019S029814,07/09/2019,13:00:00,PASEO. INFANTA ISABEL / ESTFE. ATOCHA,3,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14.0,"441469,78","4473278,1",N,
587,2019S029817,07/09/2019,12:00:00,"CALL. EMBAJADORES, 216",216,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,5.0,"441223,57","4471290,63",N,
588,2019S029862,08/09/2019,11:55:00,PARQUE LINEAL DEL MANZANARES,106,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6.0,"438949,15","4472329,97",N,
589,2019S029862,08/09/2019,11:55:00,PARQUE LINEAL DEL MANZANARES,106,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Peatón,De 25 a 29 años,Mujer,7.0,"438949,15","4472329,97",N,
590,2019S029873,09/09/2019,12:50:00,"CALL. DON RAMON DE LA CRUZ, 91",91,SALAMANCA,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14.0,"442870,04","4475556,23",N,
591,2019S029873,09/09/2019,12:50:00,"CALL. DON RAMON DE LA CRUZ, 91",91,SALAMANCA,Atropello a persona,Despejado,Bicicleta,Peatón,De 60 a 64 años,Mujer,7.0,"442870,04","4475556,23",N,
592,2019S029888,08/09/2019,21:00:00,CALL. IRUN / CALL. CADARSO,1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7.0,"439321,88","4474923,89",N,
593,2019S029946,09/09/2019,18:35:00,PLAZA DE ORIENTE,0,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,14.0,"439580,63","4474492,39",N,
594,2019S029946,09/09/2019,18:35:00,PLAZA DE ORIENTE,0,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Hombre,2.0,"439580,63","4474492,39",N,
595,2019S029977,09/09/2019,6:50:00,AVDA. SAN FERMIN / AVDA. PERLA,12,USERA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6.0,"441252,37","4469188,39",N,
596,2019S030034,11/09/2019,7:50:00,CALL. CORREO / PLAZA. PUERTA DEL SOL,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,5.0,"440260,14","4474202,21",N,
597,2019S030050,10/09/2019,22:15:00,"PASEO. CASTELLANA, 63",63,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,2.0,"441299,98","4477112,76",N,
598,2019S030052,10/09/2019,14:30:00,PLAZA. SAGRADOS CORAZONES / AVDA. CONCHA ESPINA,1,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,"441791,41","4478106,51",N,
599,2019S030058,10/09/2019,15:40:00,"CALL. PRINCIPE DE VERGARA, 132",132,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,"442481,07","4477194,46",N,
600,2019S030106,09/09/2019,13:20:00,"CMNO. PERALES, 90",90,USERA,Otro,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,6.0,"441397,79","4469899,43",N,
601,2019S030118,12/09/2019,11:00:00,"CALL. CARRION DE LOS CONDES, 73",73,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14.0,"444216,35","4480809,09",N,
602,2019S030118,12/09/2019,11:00:00,"CALL. CARRION DE LOS CONDES, 73",73,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,1.0,"444216,35","4480809,09",N,
603,2019S030124,12/09/2019,12:04:00,SAN MAXIMILIANO 49,49,CIUDAD LINEAL,Atropello a persona,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,"444641,54","4475223,8",N,
604,2019S030124,12/09/2019,12:04:00,SAN MAXIMILIANO 49,49,CIUDAD LINEAL,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,2.0,"444641,54","4475223,8",N,
605,2019S030131,12/09/2019,13:15:00,"CALL. ALCALA, 59",59,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,6.0,"441346,19","4474585,97",N,
606,2019S030159,11/09/2019,17:25:00,"CALL. MESENA, 112",112,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,7.0,"443719,72","4480091,38",N,
607,2019S030194,10/09/2019,7:20:00,"AVDA. NICETO ALCALA ZAMORA, 4",4,HORTALEZA,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,2.0,"445072,06","4481632,38",N,
608,2019S030203,10/09/2019,13:15:00,CUSTA. SAN VICENTE / GTA. SAN VICENTE,44,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2.0,"438998,13","4474671,07",N,
609,2019S030259,12/09/2019,20:00:00,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,8,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,"445154,57","4481760,45",N,
610,2019S030261,12/09/2019,21:35:00,"CALL. CASANARE, 6 (PASEO DE MIGUELA DEL BURGO)",6,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,"446239,77","4480525,36",N,
611,2019S030311,14/09/2019,11:50:00,"CALL. CERRO DEL MURMULLO, 13",13,VILLA DE VALLECAS,Caída,Nublado,Bicicleta,Conductor,De 70 a 74 años,Hombre,7.0,"450485,55","4468450,15",N,
612,2019S030317,14/09/2019,1:49:00,"CALL. ALCALA, 70",70,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7.0,"442248,1","4474858,78",N,
613,2019S030398,14/09/2019,11:30:00,GTA. ANGEL CAIDO / CALL. FERNAN NUÑEZ,4,RETIRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14.0,"442111,36","4473478,33",N,
614,2019S030398,14/09/2019,11:30:00,GTA. ANGEL CAIDO / CALL. FERNAN NUÑEZ,4,RETIRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Mujer,6.0,"442111,36","4473478,33",N,
615,2019S030414,15/09/2019,9:20:00,"CALL. SAN BENITO, 35",35,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,"441138,31","4480134,23",N,
616,2019S030424,14/09/2019,16:19:00,"CALL. LUCHANA, 25",25,CHAMBERÍ,Caída,Lluvia débil,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,"440678,22","4475871,49",N,
617,2019S030489,16/09/2019,17:00:00,CALL. ALCALA / CALL. VELAZQUEZ,87,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,"441861,71","4474700,57",N,
618,2019S030534,15/09/2019,21:45:00,PTA. TOLEDO / AVDA. GRAN VIA DE SAN FRANCISCO,0,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1.0,"439629,49","4473148,61",N,
619,2019S030537,13/09/2019,15:15:00,CALL. LOPE DE VEGA / PASEO. PRADO,51,CENTRO,Caída,Lluvia débil,Bicicleta,Conductor,De 45 a 49 años,Mujer,1.0,"441092,85","4473932,61",N,
620,2019S030551,16/09/2019,15:50:00,"PASEO. FLORIDA, 13",13,MONCLOA-ARAVACA,Otro,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7.0,"438774,52","4474784,23",N,
621,2019S030577,17/09/2019,23:00:00,"CALL. JOSE ABASCAL, 31",31,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,"440765,44","4476666,53",N,
622,2019S030584,17/09/2019,10:10:00,PASEO. VIRGEN DEL PUERTO / PASEO. VIRGEN DEL PUERTO,59,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,,"438732,92","4472984,63",N,
623,2019S030598,18/09/2019,10:00:00,PLAZA DEL CINE CALLE VIRIDIANA,0,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,"444434,53","4470053,48",N,
624,2019S030627,17/09/2019,20:05:00,"CALL. MARROQUINA, 5",5,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Conductor,De 6  a  9 años,Hombre,14.0,"444761,64","4473128,08",N,
625,2019S030627,17/09/2019,20:05:00,"CALL. MARROQUINA, 5",5,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Hombre,7.0,"444761,64","4473128,08",N,
626,2019S030632,18/09/2019,15:20:00,"CALL. MAYOR, 26",26,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14.0,439997,"4474206,2",N,
627,2019S030632,18/09/2019,15:20:00,"CALL. MAYOR, 26",26,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 65 a 69 años,Hombre,2.0,439997,"4474206,2",N,
628,2019S030636,18/09/2019,17:55:00,"CALL. DOCTOR ESQUERDO, 157",157,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,2.0,"443171,99","4473377,65",N,
629,2019S030697,19/09/2019,13:15:00,AVDA. ENTREVIAS / CALL. PADRE LLANOS,140,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14.0,"443935,73","4469743,74",N,
630,2019S030697,19/09/2019,13:15:00,AVDA. ENTREVIAS / CALL. PADRE LLANOS,140,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2.0,"443935,73","4469743,74",N,
631,2019S030725,18/09/2019,19:40:00,CALL. DULCE CHACON / AVDA. INGENIERO EMILIO HERRERA,15,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,,"443541,47","4481806,31",N,
632,2019S030726,19/09/2019,17:50:00,AVENIDA GENERAL PERÓN CON C/ ORENSE,26,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,5.0,"441046,12","4478174,02",N,
633,2019S030757,19/09/2019,17:25:00,CALL. GRAN VIA / PLAZA. CALLAO,39,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Mujer,7.0,"440164,23","4474624,82",N,
634,2019S030783,19/09/2019,10:40:00,"PASEO. ACACIAS, 3",3,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,"440290,83","4472898,71",N,
635,2019S030783,19/09/2019,10:40:00,"PASEO. ACACIAS, 3",3,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Peatón,De 65 a 69 años,Mujer,,"440290,83","4472898,71",N,
636,2019S030804,18/09/2019,17:23:00,"CALL. MATILDE GAYO, 19",19,USERA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,6.0,"440271,46","4471165,45",N,
637,2019S030871,21/09/2019,13:40:00,CALL. BRAVO MURILLO / CALL. LOPE DE HARO,231,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2.0,"440497,56","4478778,39",N,
638,2019S030886,20/09/2019,21:38:00,CALL. MODESTO LAFUENTE / CALL. MARIA DE GUZMAN,64,CHAMBERÍ,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,,"441000,56","4477259,15",N,
639,2019S030947,21/09/2019,12:00:00,"CARRETERA DE FUENCARRAL A ALCOBENDAS KM-0,500",+00200S,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6.0,"443523,58","4485506,75",N,
640,2019S030957,22/09/2019,12:00:00,CALL. SAGASTA / CALL. MEJIA LEQUERICA,8,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2.0,"440562,7","4475559,09",N,
641,2019S031094,23/09/2019,18:10:00,"PLAZA. ALONSO MARTINEZ, 7",7,CHAMBERÍ,Colisión fronto-lateral,,Bicicleta,Conductor,De 25 a 29 años,Hombre,,"441036,4","4475453,36",N,
642,2019S031098,23/09/2019,20:40:00,CALL. HACIENDA DE PAVONES / CALL. BRUJAS,356,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1.0,"446741,15","4472193,4",N,
643,2019S031101,23/09/2019,21:39:00,CALL. PRINCESA / CALL. MARQUES DE URQUIJO,1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,6.0,"439592,4","4475122,9",N,
644,2019S031101,23/09/2019,21:39:00,CALL. PRINCESA / CALL. MARQUES DE URQUIJO,1,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Peatón,De 18 a 20 años,Mujer,14.0,"439592,4","4475122,9",N,
645,2019S031114,23/09/2019,17:35:00,"PLAZA. PUERTA DEL SOL, 6",6,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14.0,"440353,7","4474235,45",N,
646,2019S031114,23/09/2019,17:35:00,"PLAZA. PUERTA DEL SOL, 6",6,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Mujer,7.0,"440353,7","4474235,45",N,
647,2019S031115,23/09/2019,18:31:00,"PASEO. EMBARCADERO, 6 ENTRE FAROLAS Nº 6 Y 7",6,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1.0,"438079,71","4474401,2",N,
648,2019S031116,23/09/2019,21:15:00,"PQUE. MADRID RIO, FAROLA 26-10",+00320I,ARGANZUELA,Colisión frontal,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,"438786,75","4473445,5",N,
649,2019S031128,24/09/2019,14:30:00,"PASEO. CASTELLANA, 63",63,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,"441299,98","4477112,76",N,
650,2019S031193,24/09/2019,19:40:00,"CALL. FUENTE CARRANTONA, 61",61,MORATALAZ,Colisión frontal,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,5.0,"446635,16","4473699,65",N,
651,2019S031193,24/09/2019,19:40:00,"CALL. FUENTE CARRANTONA, 61",61,MORATALAZ,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,"446635,16","4473699,65",N,
652,2019S031198,24/09/2019,21:10:00,CMNO. ROBLEDAL / CTRA. TELEFERICO,2,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,"436727,76","4474109,97",N,
653,2019S031237,26/09/2019,9:25:00,AVDA. GENERAL PERON / CALL. JULIAN BESTEIRO,24,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,441018,"4478179,55",N,
654,2019S031256,25/09/2019,21:30:00,"PASEO. CASTELLANA, 184",184,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,5.0,"441640,55","4479168,12",N,
655,2019S031280,26/09/2019,14:20:00,"CALL. SERRANO, 29",29,SALAMANCA,Colisión múltiple,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,"441667,17","4475414,88",N,
656,2019S031320,26/09/2019,23:43:00,PLAZA. EMPERADOR CARLOS V / RONDA. ATOCHA,11,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14.0,"441236,76","4473384,94",N,
657,2019S031324,27/09/2019,11:22:00,CALL. LAS NAVAS DE BUITRAGO / CALL. BERZOSA DE LOZOYA,50A,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,3.0,"438929,93","4464979,55",N,
658,2019S031329,27/09/2019,12:50:00,PASEO. BAJO DE LA VIRGEN DEL PUERTO / FRENTE JARDINES DEL MORO,2,CENTRO,Colisión múltiple,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2.0,"438775,91","4474178,32",N,
659,2019S031351,26/09/2019,21:55:00,"PASEO. DELICIAS, 95",95,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,"441070,94","4471880,27",N,
660,2019S031356,27/09/2019,20:05:00,"CALL. O'DONNELL, 52",52,RETIRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14.0,"443164,37","4474711,26",N,
661,2019S031356,27/09/2019,20:05:00,"CALL. O'DONNELL, 52",52,RETIRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Mujer,6.0,"443164,37","4474711,26",N,
662,2019S031507,27/09/2019,22:40:00,"PASEO. CHOPERA, 10",10,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7.0,"440713,9","4471660,46",N,
663,2019S031523,29/09/2019,16:25:00,CALL. ALCALA / CALL. ALEJANDRO GONZALEZ,200A,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,1.0,"443692,68","4475729,95",N,
664,2019S031531,29/09/2019,20:31:00,"RONDA. ATOCHA, 8",8,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,"440950,58","4473166,32",S,
665,2019S031532,29/09/2019,6:10:00,CALLE GRAN VIA 72,72,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1.0,"439796,58","4474935,08",N,
666,2019S031556,29/09/2019,12:10:00,PASEO. FERNAN NUÑEZ / PASEO. REPUBLICA DE CUBA,1,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7.0,"441697,28","4473503,49",N,
667,2019S031556,29/09/2019,12:10:00,PASEO. FERNAN NUÑEZ / PASEO. REPUBLICA DE CUBA,1,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14.0,"441697,28","4473503,49",N,
668,2019S031567,30/09/2019,10:00:00,"PASEO. CASTELLANA, 10",10,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1.0,"441528,61","4475448,01",N,
669,2019S031587,30/09/2019,14:15:00,AVDA. CERRO MILANO / CALL. ENTREPEÑAS,10,VILLA DE VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,7.0,"447535,57","4468762,81",N,
670,2019S031595,29/09/2019,20:45:00,"CALL. CARTAGENA, 124",124,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,6.0,"442786,4","4476935,03",N,
671,2019S031619,30/09/2019,22:45:00,CALL. GENOVA / CALL. ARGENSOLA,1,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2.0,"441042,29","4475436,97",N,
